Ref	Pos	Starts	Ends
SRG1_ncRNA	225	0	0
SRG1_ncRNA	226	0	0
SRG1_ncRNA	227	0	0
SRG1_ncRNA	228	0	0
SRG1_ncRNA	229	0	0
SRG1_ncRNA	230	0	0
SRG1_ncRNA	231	0	0
SRG1_ncRNA	232	0	0
SRG1_ncRNA	233	0	0
SRG1_ncRNA	234	0	0
SRG1_ncRNA	235	0	0
SRG1_ncRNA	236	0	0
SRG1_ncRNA	237	0	0
SRG1_ncRNA	238	0	0
SRG1_ncRNA	239	0	0
SRG1_ncRNA	240	0	0
SRG1_ncRNA	241	0	0
SRG1_ncRNA	242	0	0
SRG1_ncRNA	243	0	0
SRG1_ncRNA	244	0	0
SRG1_ncRNA	245	0	0
SRG1_ncRNA	246	0	0
SRG1_ncRNA	247	0	0
SRG1_ncRNA	248	0	0
SRG1_ncRNA	249	0	0
SRG1_ncRNA	250	0	0
SRG1_ncRNA	251	0	0
SRG1_ncRNA	252	0	0
SRG1_ncRNA	253	0	0
SRG1_ncRNA	254	0	0
SRG1_ncRNA	255	0	0
SRG1_ncRNA	256	0	0
SRG1_ncRNA	257	0	0
SRG1_ncRNA	258	0	0
SRG1_ncRNA	259	0	0
SRG1_ncRNA	260	0	0
SRG1_ncRNA	261	0	0
SRG1_ncRNA	262	0	0
SRG1_ncRNA	263	0	0
SRG1_ncRNA	264	0	0
SRG1_ncRNA	265	0	0
SRG1_ncRNA	266	0	0
SRG1_ncRNA	267	0	0
SRG1_ncRNA	268	0	0
SRG1_ncRNA	269	0	0
SRG1_ncRNA	270	0	0
SRG1_ncRNA	271	0	0
SRG1_ncRNA	272	0	0
SRG1_ncRNA	273	0	0
SRG1_ncRNA	274	0	0
SRG1_ncRNA	275	0	0
SRG1_ncRNA	276	0	0
SRG1_ncRNA	277	0	0
SRG1_ncRNA	278	0	0
SRG1_ncRNA	279	0	0
SRG1_ncRNA	280	0	0
SRG1_ncRNA	281	0	0
SRG1_ncRNA	282	0	0
SRG1_ncRNA	283	0	0
SRG1_ncRNA	284	0	0
SRG1_ncRNA	285	0	0
SRG1_ncRNA	286	0	0
SRG1_ncRNA	287	0	0
SRG1_ncRNA	288	0	0
SRG1_ncRNA	289	0	0
SRG1_ncRNA	290	0	0
SRG1_ncRNA	291	0	0
SRG1_ncRNA	292	0	0
SRG1_ncRNA	293	0	0
SRG1_ncRNA	294	0	0
SRG1_ncRNA	295	0	0
SRG1_ncRNA	296	0	0
SRG1_ncRNA	297	0	0
SRG1_ncRNA	298	0	0
SRG1_ncRNA	299	0	0
SRG1_ncRNA	300	0	0
SRG1_ncRNA	301	0	0
SRG1_ncRNA	302	0	0
SRG1_ncRNA	303	0	0
SRG1_ncRNA	304	0	0
SRG1_ncRNA	305	0	0
SRG1_ncRNA	306	0	0
SRG1_ncRNA	307	0	0
SRG1_ncRNA	308	0	0
SRG1_ncRNA	309	0	0
SRG1_ncRNA	310	0	0
SRG1_ncRNA	311	0	0
SRG1_ncRNA	312	0	0
SRG1_ncRNA	313	0	0
SRG1_ncRNA	314	0	0
SRG1_ncRNA	315	0	0
SRG1_ncRNA	316	0	0
SRG1_ncRNA	317	0	0
SRG1_ncRNA	318	0	0
SRG1_ncRNA	319	0	0
SRG1_ncRNA	320	0	0
SRG1_ncRNA	321	0	0
SRG1_ncRNA	322	0	0
SRG1_ncRNA	323	0	0
SRG1_ncRNA	324	0	0
SRG1_ncRNA	325	0	0
SRG1_ncRNA	326	0	0
SRG1_ncRNA	327	0	0
SRG1_ncRNA	328	0	0
SRG1_ncRNA	329	0	0
SRG1_ncRNA	330	0	0
SRG1_ncRNA	331	0	0
SRG1_ncRNA	332	0	0
SRG1_ncRNA	333	0	0
SRG1_ncRNA	334	0	0
SRG1_ncRNA	335	0	0
SRG1_ncRNA	336	0	0
SRG1_ncRNA	337	0	0
SRG1_ncRNA	338	0	0
SRG1_ncRNA	339	0	0
SRG1_ncRNA	340	0	0
SRG1_ncRNA	341	0	0
SRG1_ncRNA	342	0	0
SRG1_ncRNA	343	0	0
SRG1_ncRNA	344	0	0
SRG1_ncRNA	345	0	0
SRG1_ncRNA	346	0	0
SRG1_ncRNA	347	0	0
SRG1_ncRNA	348	0	0
SRG1_ncRNA	349	0	0
SRG1_ncRNA	350	0	0
SRG1_ncRNA	351	0	0
SRG1_ncRNA	352	0	0
SRG1_ncRNA	353	0	0
SRG1_ncRNA	354	0	0
SRG1_ncRNA	355	0	0
SRG1_ncRNA	356	0	0
SRG1_ncRNA	357	0	0
SRG1_ncRNA	358	0	0
SRG1_ncRNA	359	0	0
SRG1_ncRNA	360	0	0
SRG1_ncRNA	361	0	0
SRG1_ncRNA	362	0	0
SRG1_ncRNA	363	0	0
SRG1_ncRNA	364	0	0
SRG1_ncRNA	365	0	0
SRG1_ncRNA	366	0	0
SRG1_ncRNA	367	0	0
SRG1_ncRNA	368	0	0
SRG1_ncRNA	369	0	0
SRG1_ncRNA	370	0	0
SRG1_ncRNA	371	0	0
SRG1_ncRNA	372	0	0
SRG1_ncRNA	373	0	0
SRG1_ncRNA	374	0	0
SRG1_ncRNA	375	0	0
SRG1_ncRNA	376	0	0
SRG1_ncRNA	377	0	0
SRG1_ncRNA	378	0	0
SRG1_ncRNA	379	0	0
SRG1_ncRNA	380	0	0
SRG1_ncRNA	381	0	0
SRG1_ncRNA	382	0	0
SRG1_ncRNA	383	0	0
SRG1_ncRNA	384	0	0
SRG1_ncRNA	385	0	0
SRG1_ncRNA	386	0	0
SRG1_ncRNA	387	0	0
SRG1_ncRNA	388	0	0
SRG1_ncRNA	389	0	0
SRG1_ncRNA	390	0	0
SRG1_ncRNA	391	0	0
SRG1_ncRNA	392	0	0
SRG1_ncRNA	393	0	0
SRG1_ncRNA	394	0	0
SRG1_ncRNA	395	0	0
SRG1_ncRNA	396	0	0
SRG1_ncRNA	397	0	0
SRG1_ncRNA	398	0	0
SRG1_ncRNA	399	0	0
SRG1_ncRNA	400	0	0
SRG1_ncRNA	401	0	0
SRG1_ncRNA	402	0	0
SRG1_ncRNA	403	0	0
SRG1_ncRNA	404	0	0
SRG1_ncRNA	405	0	0
SRG1_ncRNA	406	0	0
SRG1_ncRNA	407	0	0
SRG1_ncRNA	408	0	0
SRG1_ncRNA	409	0	0
SRG1_ncRNA	410	0	0
SRG1_ncRNA	411	0	0
SRG1_ncRNA	412	0	0
SRG1_ncRNA	413	0	0
SRG1_ncRNA	414	0	0
SRG1_ncRNA	415	0	0
SRG1_ncRNA	416	0	0
SRG1_ncRNA	417	0	0
SRG1_ncRNA	418	0	0
SRG1_ncRNA	419	0	0
SRG1_ncRNA	420	0	0
SRG1_ncRNA	421	0	0
SRG1_ncRNA	422	0	0
SRG1_ncRNA	423	0	0
SRG1_ncRNA	424	0	0
SRG1_ncRNA	425	0	0
SRG1_ncRNA	426	0	0
SRG1_ncRNA	427	0	0
SRG1_ncRNA	428	0	0
SRG1_ncRNA	429	0	0
SRG1_ncRNA	430	0	0
SRG1_ncRNA	431	0	0
SRG1_ncRNA	432	0	0
SRG1_ncRNA	433	0	0
SRG1_ncRNA	434	0	0
SRG1_ncRNA	435	0	0
SRG1_ncRNA	436	0	0
SRG1_ncRNA	437	0	0
SRG1_ncRNA	438	0	0
SRG1_ncRNA	439	0	0
SRG1_ncRNA	440	0	0
SRG1_ncRNA	441	0	0
SRG1_ncRNA	442	0	0
SRG1_ncRNA	443	0	0
SRG1_ncRNA	444	0	0
SRG1_ncRNA	445	0	0
SRG1_ncRNA	446	0	0
SRG1_ncRNA	447	0	0
SRG1_ncRNA	448	0	0
SRG1_ncRNA	449	0	0
SRG1_ncRNA	450	0	0
SRG1_ncRNA	451	0	0
SRG1_ncRNA	452	0	0
SRG1_ncRNA	453	0	0
SRG1_ncRNA	454	0	0
SRG1_ncRNA	455	0	0
SRG1_ncRNA	456	0	0
SRG1_ncRNA	457	0	0
SRG1_ncRNA	458	0	0
SRG1_ncRNA	459	0	0
SRG1_ncRNA	460	0	0
SRG1_ncRNA	461	0	0
SRG1_ncRNA	462	0	0
SRG1_ncRNA	463	0	0
SRG1_ncRNA	464	0	0
SRG1_ncRNA	465	0	0
SRG1_ncRNA	466	0	0
SRG1_ncRNA	467	0	0
SRG1_ncRNA	468	0	0
SRG1_ncRNA	469	0	0
SRG1_ncRNA	470	0	0
SRG1_ncRNA	471	0	0
SRG1_ncRNA	472	0	0
SRG1_ncRNA	473	0	0
SRG1_ncRNA	474	0	0
SRG1_ncRNA	475	0	0
SRG1_ncRNA	476	0	0
SRG1_ncRNA	477	0	0
SRG1_ncRNA	478	0	0
SRG1_ncRNA	479	0	0
SRG1_ncRNA	480	0	0
SRG1_ncRNA	481	0	0
SRG1_ncRNA	482	0	0
SRG1_ncRNA	483	0	0
SRG1_ncRNA	484	0	0
SRG1_ncRNA	485	0	0
SRG1_ncRNA	486	0	0
SRG1_ncRNA	487	0	0
SRG1_ncRNA	488	0	0
SRG1_ncRNA	489	0	0
SRG1_ncRNA	490	0	0
SRG1_ncRNA	491	0	0
SRG1_ncRNA	492	0	0
SRG1_ncRNA	493	0	0
SRG1_ncRNA	494	0	0
SRG1_ncRNA	495	0	0
SRG1_ncRNA	496	0	0
SRG1_ncRNA	497	0	0
SRG1_ncRNA	498	0	0
SRG1_ncRNA	499	0	0
SRG1_ncRNA	500	0	0
SRG1_ncRNA	501	0	0
SRG1_ncRNA	502	0	0
SRG1_ncRNA	503	0	0
SRG1_ncRNA	504	0	0
SRG1_ncRNA	505	0	0
SRG1_ncRNA	506	0	0
SRG1_ncRNA	507	0	0
SRG1_ncRNA	508	0	0
SRG1_ncRNA	509	0	0
SRG1_ncRNA	510	0	0
SRG1_ncRNA	511	0	0
SRG1_ncRNA	512	0	0
SRG1_ncRNA	513	0	0
SRG1_ncRNA	514	0	0
SRG1_ncRNA	515	0	0
SRG1_ncRNA	516	0	0
SRG1_ncRNA	517	0	0
SRG1_ncRNA	518	0	0
SRG1_ncRNA	519	0	0
SRG1_ncRNA	520	0	0
SRG1_ncRNA	521	0	0
SRG1_ncRNA	522	0	0
SRG1_ncRNA	523	0	0
SRG1_ncRNA	524	0	0
SRG1_ncRNA	525	0	0
SRG1_ncRNA	526	0	0
SRG1_ncRNA	527	0	0
SRG1_ncRNA	528	0	0
SRG1_ncRNA	529	0	0
SRG1_ncRNA	530	0	0
SRG1_ncRNA	531	0	0
SRG1_ncRNA	532	0	0
SRG1_ncRNA	533	0	0
SRG1_ncRNA	534	0	0
SRG1_ncRNA	535	0	0
SRG1_ncRNA	536	0	0
SRG1_ncRNA	537	0	0
SRG1_ncRNA	538	0	0
SRG1_ncRNA	539	0	0
SRG1_ncRNA	540	0	0
SRG1_ncRNA	541	0	0
SRG1_ncRNA	542	0	0
SRG1_ncRNA	543	0	0
SRG1_ncRNA	544	0	0
SRG1_ncRNA	545	0	0
SRG1_ncRNA	546	0	0
SRG1_ncRNA	547	0	0
SRG1_ncRNA	548	0	0
SRG1_ncRNA	549	0	0
SRG1_ncRNA	550	0	0
SRG1_ncRNA	551	1	0
PWR1_ncRNA	0	0	0
PWR1_ncRNA	1	0	0
PWR1_ncRNA	2	0	0
PWR1_ncRNA	3	0	0
PWR1_ncRNA	4	0	0
PWR1_ncRNA	5	0	0
PWR1_ncRNA	6	0	0
PWR1_ncRNA	7	0	0
PWR1_ncRNA	8	0	0
PWR1_ncRNA	9	0	0
PWR1_ncRNA	10	0	0
PWR1_ncRNA	11	0	0
PWR1_ncRNA	12	0	0
PWR1_ncRNA	13	0	0
PWR1_ncRNA	14	0	0
PWR1_ncRNA	15	0	0
PWR1_ncRNA	16	0	0
PWR1_ncRNA	17	0	0
PWR1_ncRNA	18	0	0
PWR1_ncRNA	19	0	0
PWR1_ncRNA	20	0	0
PWR1_ncRNA	21	0	0
PWR1_ncRNA	22	0	0
PWR1_ncRNA	23	0	0
PWR1_ncRNA	24	0	0
PWR1_ncRNA	25	0	0
PWR1_ncRNA	26	0	0
PWR1_ncRNA	27	0	0
PWR1_ncRNA	28	0	0
PWR1_ncRNA	29	0	0
PWR1_ncRNA	30	0	0
PWR1_ncRNA	31	0	0
PWR1_ncRNA	32	0	0
PWR1_ncRNA	33	0	0
PWR1_ncRNA	34	0	0
PWR1_ncRNA	35	0	0
PWR1_ncRNA	36	0	0
PWR1_ncRNA	37	0	0
PWR1_ncRNA	38	0	0
PWR1_ncRNA	39	0	0
PWR1_ncRNA	40	0	0
PWR1_ncRNA	41	0	0
PWR1_ncRNA	42	0	0
PWR1_ncRNA	43	0	0
PWR1_ncRNA	44	0	0
PWR1_ncRNA	45	0	0
PWR1_ncRNA	46	0	0
PWR1_ncRNA	47	0	0
PWR1_ncRNA	48	0	0
PWR1_ncRNA	49	0	0
PWR1_ncRNA	50	0	0
PWR1_ncRNA	51	0	0
PWR1_ncRNA	52	0	0
PWR1_ncRNA	53	0	0
PWR1_ncRNA	54	0	0
PWR1_ncRNA	55	0	0
PWR1_ncRNA	56	0	0
PWR1_ncRNA	57	0	0
PWR1_ncRNA	58	0	0
PWR1_ncRNA	59	0	0
PWR1_ncRNA	60	0	0
PWR1_ncRNA	61	0	0
PWR1_ncRNA	62	0	0
PWR1_ncRNA	63	0	0
PWR1_ncRNA	64	0	0
PWR1_ncRNA	65	0	0
PWR1_ncRNA	66	0	0
PWR1_ncRNA	67	0	0
PWR1_ncRNA	68	0	0
PWR1_ncRNA	69	0	0
PWR1_ncRNA	70	0	0
PWR1_ncRNA	71	0	0
PWR1_ncRNA	72	0	0
PWR1_ncRNA	73	0	0
PWR1_ncRNA	74	0	0
PWR1_ncRNA	75	0	0
PWR1_ncRNA	76	0	0
PWR1_ncRNA	77	0	0
PWR1_ncRNA	78	0	0
PWR1_ncRNA	79	0	0
PWR1_ncRNA	80	0	0
PWR1_ncRNA	81	0	0
PWR1_ncRNA	82	0	0
PWR1_ncRNA	83	0	0
PWR1_ncRNA	84	0	0
PWR1_ncRNA	85	0	0
PWR1_ncRNA	86	0	0
PWR1_ncRNA	87	0	0
PWR1_ncRNA	88	0	0
PWR1_ncRNA	89	0	0
PWR1_ncRNA	90	0	0
PWR1_ncRNA	91	0	0
PWR1_ncRNA	92	0	0
PWR1_ncRNA	93	0	0
PWR1_ncRNA	94	0	0
PWR1_ncRNA	95	0	0
PWR1_ncRNA	96	0	0
PWR1_ncRNA	97	0	0
PWR1_ncRNA	98	0	0
PWR1_ncRNA	99	0	0
PWR1_ncRNA	100	0	0
PWR1_ncRNA	101	0	0
PWR1_ncRNA	102	0	0
PWR1_ncRNA	103	0	0
PWR1_ncRNA	104	0	0
PWR1_ncRNA	105	0	0
PWR1_ncRNA	106	0	0
PWR1_ncRNA	107	0	0
PWR1_ncRNA	108	0	0
PWR1_ncRNA	109	0	0
PWR1_ncRNA	110	0	0
PWR1_ncRNA	111	0	0
PWR1_ncRNA	112	0	0
PWR1_ncRNA	113	0	0
PWR1_ncRNA	114	0	0
PWR1_ncRNA	115	0	0
PWR1_ncRNA	116	0	0
PWR1_ncRNA	117	0	0
PWR1_ncRNA	118	0	0
PWR1_ncRNA	119	0	0
PWR1_ncRNA	120	0	0
PWR1_ncRNA	121	0	0
PWR1_ncRNA	122	0	0
PWR1_ncRNA	123	0	0
PWR1_ncRNA	124	0	0
PWR1_ncRNA	125	0	0
PWR1_ncRNA	126	0	0
PWR1_ncRNA	127	0	0
PWR1_ncRNA	128	0	0
PWR1_ncRNA	129	0	0
PWR1_ncRNA	130	0	0
PWR1_ncRNA	131	0	0
PWR1_ncRNA	132	0	0
PWR1_ncRNA	133	0	0
PWR1_ncRNA	134	0	0
PWR1_ncRNA	135	0	0
PWR1_ncRNA	136	0	0
PWR1_ncRNA	137	0	0
PWR1_ncRNA	138	0	0
PWR1_ncRNA	139	0	0
PWR1_ncRNA	140	0	0
PWR1_ncRNA	141	0	0
PWR1_ncRNA	142	0	0
PWR1_ncRNA	143	0	0
PWR1_ncRNA	144	0	0
PWR1_ncRNA	145	0	0
PWR1_ncRNA	146	0	0
PWR1_ncRNA	147	0	0
PWR1_ncRNA	148	0	0
PWR1_ncRNA	149	0	0
PWR1_ncRNA	150	0	0
PWR1_ncRNA	151	0	0
PWR1_ncRNA	152	0	0
PWR1_ncRNA	153	0	0
PWR1_ncRNA	154	0	0
PWR1_ncRNA	155	0	0
PWR1_ncRNA	156	0	0
PWR1_ncRNA	157	0	0
PWR1_ncRNA	158	0	0
PWR1_ncRNA	159	0	0
PWR1_ncRNA	160	0	0
PWR1_ncRNA	161	0	0
PWR1_ncRNA	162	0	0
PWR1_ncRNA	163	0	0
PWR1_ncRNA	164	0	0
PWR1_ncRNA	165	0	0
PWR1_ncRNA	166	0	0
PWR1_ncRNA	167	0	0
PWR1_ncRNA	168	0	0
PWR1_ncRNA	169	0	0
PWR1_ncRNA	170	0	0
PWR1_ncRNA	171	0	0
PWR1_ncRNA	172	0	0
PWR1_ncRNA	173	0	0
PWR1_ncRNA	174	0	0
PWR1_ncRNA	175	0	0
PWR1_ncRNA	176	0	0
PWR1_ncRNA	177	0	0
PWR1_ncRNA	178	0	0
PWR1_ncRNA	179	0	0
PWR1_ncRNA	180	0	0
PWR1_ncRNA	181	0	0
PWR1_ncRNA	182	0	0
PWR1_ncRNA	183	0	0
PWR1_ncRNA	184	0	0
PWR1_ncRNA	185	0	0
PWR1_ncRNA	186	0	0
PWR1_ncRNA	187	0	0
PWR1_ncRNA	188	0	0
PWR1_ncRNA	189	0	0
PWR1_ncRNA	190	0	0
PWR1_ncRNA	191	0	0
PWR1_ncRNA	192	0	0
PWR1_ncRNA	193	0	0
PWR1_ncRNA	194	0	0
PWR1_ncRNA	195	0	0
PWR1_ncRNA	196	0	0
PWR1_ncRNA	197	0	0
PWR1_ncRNA	198	0	0
PWR1_ncRNA	199	0	0
PWR1_ncRNA	200	0	0
PWR1_ncRNA	201	0	0
PWR1_ncRNA	202	0	0
PWR1_ncRNA	203	0	0
PWR1_ncRNA	204	0	0
PWR1_ncRNA	205	0	0
PWR1_ncRNA	206	0	0
PWR1_ncRNA	207	0	0
PWR1_ncRNA	208	0	0
PWR1_ncRNA	209	0	0
PWR1_ncRNA	210	0	0
PWR1_ncRNA	211	0	0
PWR1_ncRNA	212	0	0
PWR1_ncRNA	213	0	0
PWR1_ncRNA	214	0	0
PWR1_ncRNA	215	0	0
PWR1_ncRNA	216	0	0
PWR1_ncRNA	217	0	0
PWR1_ncRNA	218	0	0
PWR1_ncRNA	219	0	0
PWR1_ncRNA	220	0	0
PWR1_ncRNA	221	0	0
PWR1_ncRNA	222	0	0
PWR1_ncRNA	223	0	0
PWR1_ncRNA	224	0	0
PWR1_ncRNA	225	0	0
PWR1_ncRNA	226	0	0
PWR1_ncRNA	227	0	0
PWR1_ncRNA	228	0	0
PWR1_ncRNA	229	0	0
PWR1_ncRNA	230	0	0
PWR1_ncRNA	231	0	0
PWR1_ncRNA	232	0	0
PWR1_ncRNA	233	0	0
PWR1_ncRNA	234	0	0
PWR1_ncRNA	235	0	0
PWR1_ncRNA	236	0	0
PWR1_ncRNA	237	0	0
PWR1_ncRNA	238	0	0
PWR1_ncRNA	239	0	0
PWR1_ncRNA	240	0	0
PWR1_ncRNA	241	0	0
PWR1_ncRNA	242	0	0
PWR1_ncRNA	243	0	0
PWR1_ncRNA	244	0	0
PWR1_ncRNA	245	0	0
PWR1_ncRNA	246	0	0
PWR1_ncRNA	247	0	0
PWR1_ncRNA	248	0	0
PWR1_ncRNA	249	0	0
PWR1_ncRNA	250	0	0
PWR1_ncRNA	251	0	0
PWR1_ncRNA	252	0	0
PWR1_ncRNA	253	0	0
PWR1_ncRNA	254	0	0
PWR1_ncRNA	255	0	0
PWR1_ncRNA	256	0	0
PWR1_ncRNA	257	0	0
PWR1_ncRNA	258	0	0
PWR1_ncRNA	259	0	0
PWR1_ncRNA	260	0	0
PWR1_ncRNA	261	0	0
PWR1_ncRNA	262	0	0
PWR1_ncRNA	263	0	0
PWR1_ncRNA	264	0	0
PWR1_ncRNA	265	0	0
PWR1_ncRNA	266	0	0
PWR1_ncRNA	267	0	0
PWR1_ncRNA	268	0	0
PWR1_ncRNA	269	0	0
PWR1_ncRNA	270	0	0
PWR1_ncRNA	271	0	0
PWR1_ncRNA	272	0	0
PWR1_ncRNA	273	0	0
PWR1_ncRNA	274	0	0
PWR1_ncRNA	275	0	0
PWR1_ncRNA	276	0	0
PWR1_ncRNA	277	0	0
PWR1_ncRNA	278	0	0
PWR1_ncRNA	279	0	0
PWR1_ncRNA	280	0	0
PWR1_ncRNA	281	0	0
PWR1_ncRNA	282	0	0
PWR1_ncRNA	283	0	0
PWR1_ncRNA	284	0	0
PWR1_ncRNA	285	0	0
PWR1_ncRNA	286	0	0
PWR1_ncRNA	287	0	0
PWR1_ncRNA	288	0	0
PWR1_ncRNA	289	0	0
PWR1_ncRNA	290	0	0
PWR1_ncRNA	291	0	0
PWR1_ncRNA	292	0	0
PWR1_ncRNA	293	0	0
PWR1_ncRNA	294	0	0
PWR1_ncRNA	295	0	0
PWR1_ncRNA	296	0	0
PWR1_ncRNA	297	0	0
PWR1_ncRNA	298	0	0
PWR1_ncRNA	299	0	0
PWR1_ncRNA	300	0	0
PWR1_ncRNA	301	0	0
PWR1_ncRNA	302	0	0
PWR1_ncRNA	303	0	0
PWR1_ncRNA	304	0	0
PWR1_ncRNA	305	0	0
PWR1_ncRNA	306	0	0
PWR1_ncRNA	307	0	0
PWR1_ncRNA	308	0	0
PWR1_ncRNA	309	0	0
PWR1_ncRNA	310	0	0
PWR1_ncRNA	311	0	0
PWR1_ncRNA	312	0	0
PWR1_ncRNA	313	0	0
PWR1_ncRNA	314	0	0
PWR1_ncRNA	315	0	0
PWR1_ncRNA	316	0	0
PWR1_ncRNA	317	0	0
PWR1_ncRNA	318	0	0
PWR1_ncRNA	319	0	0
PWR1_ncRNA	320	0	0
PWR1_ncRNA	321	0	0
PWR1_ncRNA	322	0	0
PWR1_ncRNA	323	0	0
PWR1_ncRNA	324	0	0
PWR1_ncRNA	325	0	0
PWR1_ncRNA	326	0	0
PWR1_ncRNA	327	0	0
PWR1_ncRNA	328	0	0
PWR1_ncRNA	329	0	0
PWR1_ncRNA	330	0	0
PWR1_ncRNA	331	0	0
PWR1_ncRNA	332	0	0
PWR1_ncRNA	333	0	0
PWR1_ncRNA	334	0	0
PWR1_ncRNA	335	0	0
PWR1_ncRNA	336	0	0
PWR1_ncRNA	337	0	0
PWR1_ncRNA	338	0	0
PWR1_ncRNA	339	0	0
PWR1_ncRNA	340	0	0
PWR1_ncRNA	341	0	0
PWR1_ncRNA	342	0	0
PWR1_ncRNA	343	0	0
PWR1_ncRNA	344	0	0
PWR1_ncRNA	345	0	0
PWR1_ncRNA	346	0	0
PWR1_ncRNA	347	0	0
PWR1_ncRNA	348	0	0
PWR1_ncRNA	349	0	0
PWR1_ncRNA	350	0	0
PWR1_ncRNA	351	0	0
PWR1_ncRNA	352	0	0
PWR1_ncRNA	353	0	0
PWR1_ncRNA	354	0	0
PWR1_ncRNA	355	0	0
PWR1_ncRNA	356	0	0
PWR1_ncRNA	357	0	0
PWR1_ncRNA	358	0	0
PWR1_ncRNA	359	0	0
PWR1_ncRNA	360	0	0
PWR1_ncRNA	361	0	0
PWR1_ncRNA	362	0	0
PWR1_ncRNA	363	0	0
PWR1_ncRNA	364	0	0
PWR1_ncRNA	365	0	0
PWR1_ncRNA	366	0	0
PWR1_ncRNA	367	0	0
PWR1_ncRNA	368	0	0
PWR1_ncRNA	369	0	0
PWR1_ncRNA	370	0	0
PWR1_ncRNA	371	0	0
PWR1_ncRNA	372	0	0
PWR1_ncRNA	373	0	0
PWR1_ncRNA	374	0	0
PWR1_ncRNA	375	0	0
PWR1_ncRNA	376	0	0
PWR1_ncRNA	377	0	0
PWR1_ncRNA	378	0	0
PWR1_ncRNA	379	0	0
PWR1_ncRNA	380	0	0
PWR1_ncRNA	381	0	0
PWR1_ncRNA	382	0	0
PWR1_ncRNA	383	0	0
PWR1_ncRNA	384	0	0
PWR1_ncRNA	385	0	0
PWR1_ncRNA	386	0	0
PWR1_ncRNA	387	0	0
PWR1_ncRNA	388	0	0
PWR1_ncRNA	389	0	0
PWR1_ncRNA	390	0	0
PWR1_ncRNA	391	0	0
PWR1_ncRNA	392	0	0
PWR1_ncRNA	393	0	0
PWR1_ncRNA	394	0	0
PWR1_ncRNA	395	0	0
PWR1_ncRNA	396	0	0
PWR1_ncRNA	397	0	0
PWR1_ncRNA	398	0	0
PWR1_ncRNA	399	0	0
PWR1_ncRNA	400	0	0
PWR1_ncRNA	401	0	0
PWR1_ncRNA	402	0	0
PWR1_ncRNA	403	0	0
PWR1_ncRNA	404	0	0
PWR1_ncRNA	405	0	0
PWR1_ncRNA	406	0	0
PWR1_ncRNA	407	0	0
PWR1_ncRNA	408	0	0
PWR1_ncRNA	409	0	0
PWR1_ncRNA	410	0	0
PWR1_ncRNA	411	0	0
PWR1_ncRNA	412	0	0
PWR1_ncRNA	413	0	0
PWR1_ncRNA	414	0	0
PWR1_ncRNA	415	0	0
PWR1_ncRNA	416	0	0
PWR1_ncRNA	417	0	0
PWR1_ncRNA	418	0	0
PWR1_ncRNA	419	0	0
PWR1_ncRNA	420	0	0
PWR1_ncRNA	421	0	0
PWR1_ncRNA	422	0	0
PWR1_ncRNA	423	0	0
PWR1_ncRNA	424	0	0
PWR1_ncRNA	425	0	0
PWR1_ncRNA	426	0	0
PWR1_ncRNA	427	0	0
PWR1_ncRNA	428	0	0
PWR1_ncRNA	429	0	0
PWR1_ncRNA	430	0	0
PWR1_ncRNA	431	0	0
PWR1_ncRNA	432	0	0
PWR1_ncRNA	433	0	0
PWR1_ncRNA	434	0	0
PWR1_ncRNA	435	0	0
PWR1_ncRNA	436	0	0
PWR1_ncRNA	437	0	0
PWR1_ncRNA	438	0	0
PWR1_ncRNA	439	0	0
PWR1_ncRNA	440	0	0
PWR1_ncRNA	441	0	0
PWR1_ncRNA	442	0	0
PWR1_ncRNA	443	0	0
PWR1_ncRNA	444	0	0
PWR1_ncRNA	445	0	0
PWR1_ncRNA	446	0	0
PWR1_ncRNA	447	0	0
PWR1_ncRNA	448	0	0
PWR1_ncRNA	449	0	0
PWR1_ncRNA	450	0	0
PWR1_ncRNA	451	0	0
PWR1_ncRNA	452	0	0
PWR1_ncRNA	453	0	0
PWR1_ncRNA	454	0	0
PWR1_ncRNA	455	0	0
PWR1_ncRNA	456	0	0
PWR1_ncRNA	457	0	0
PWR1_ncRNA	458	0	0
PWR1_ncRNA	459	0	0
PWR1_ncRNA	460	0	0
PWR1_ncRNA	461	0	0
PWR1_ncRNA	462	0	0
PWR1_ncRNA	463	0	0
PWR1_ncRNA	464	0	0
PWR1_ncRNA	465	0	0
PWR1_ncRNA	466	0	0
PWR1_ncRNA	467	0	0
PWR1_ncRNA	468	0	0
PWR1_ncRNA	469	0	0
PWR1_ncRNA	470	0	0
PWR1_ncRNA	471	0	0
PWR1_ncRNA	472	0	0
PWR1_ncRNA	473	0	0
PWR1_ncRNA	474	0	0
PWR1_ncRNA	475	0	0
PWR1_ncRNA	476	0	0
PWR1_ncRNA	477	0	0
PWR1_ncRNA	478	0	0
PWR1_ncRNA	479	0	0
PWR1_ncRNA	480	0	0
PWR1_ncRNA	481	0	0
PWR1_ncRNA	482	0	0
PWR1_ncRNA	483	0	0
PWR1_ncRNA	484	0	0
PWR1_ncRNA	485	0	0
PWR1_ncRNA	486	0	0
PWR1_ncRNA	487	0	0
PWR1_ncRNA	488	0	0
PWR1_ncRNA	489	0	0
PWR1_ncRNA	490	0	0
PWR1_ncRNA	491	0	0
PWR1_ncRNA	492	0	0
PWR1_ncRNA	493	0	0
PWR1_ncRNA	494	0	0
